MAG116_33_36	332bbd630f3bd2090640ceea538b847f	256	Pfam	PF04397	LytTr DNA-binding domain	155	253	5.0E-6	T	21-03-2019	IPR007492	LytTR DNA-binding domain
MAG116_33_36	332bbd630f3bd2090640ceea538b847f	256	Pfam	PF00072	Response regulator receiver domain	9	118	2.3E-21	T	21-03-2019	IPR001789	Signal transduction response regulator, receiver domain
MAG116_11_119	78819c154b0d826120a9735545298266	214	Pfam	PF00707	Translation initiation factor IF-3, C-terminal domain	88	172	2.6E-32	T	21-03-2019	IPR019815	Translation initiation factor 3, C-terminal
MAG116_11_119	78819c154b0d826120a9735545298266	214	TIGRFAM	TIGR00168	infC: translation initiation factor IF-3	12	173	3.0E-55	T	21-03-2019	IPR001288	Translation initiation factor 3
MAG116_11_119	78819c154b0d826120a9735545298266	214	Pfam	PF05198	Translation initiation factor IF-3, N-terminal domain	12	80	1.5E-30	T	21-03-2019	IPR019814	Translation initiation factor 3, N-terminal
MAG116_2_221	0ad0c78fcd26122e1745264e2babaea7	458	Pfam	PF07992	Pyridine nucleotide-disulphide oxidoreductase	51	163	1.2E-7	T	21-03-2019	IPR023753	FAD/NAD(P)-binding domain
MAG116_2_221	0ad0c78fcd26122e1745264e2babaea7	458	TIGRFAM	TIGR01409	TAT_signal_seq: Tat (twin-arginine translocation) pathway signal sequence	18	43	8.5E-4	T	21-03-2019	IPR019546	Twin-arginine translocation pathway, signal sequence, bacterial/archaeal
MAG116_33_41	71e35eb61fec5836ea9475e1f8cfe2af	102	Pfam	PF05016	ParE toxin of type II toxin-antitoxin system, parDE	3	91	2.0E-6	T	21-03-2019	IPR007712	Toxin-antitoxin system, RelE/ParE toxin family
MAG116_43_24	fc4737c4521eaa2c5b94b574dcb23e13	85	Pfam	PF07927	HicA toxin of bacterial toxin-antitoxin,	21	77	1.8E-11	T	21-03-2019	IPR012933	HicA mRNA interferase family
MAG116_12_45	e80535e39c03986cbf803acda62053d1	280	Pfam	PF00215	Orotidine 5'-phosphate decarboxylase / HUMPS family	17	244	4.2E-28	T	21-03-2019	IPR001754	Orotidine 5'-phosphate decarboxylase domain
MAG116_12_45	e80535e39c03986cbf803acda62053d1	280	TIGRFAM	TIGR02127	pyrF_sub2: orotidine 5'-phosphate decarboxylase	4	252	3.9E-72	T	21-03-2019	IPR011995	Orotidine 5'-phosphate decarboxylase, type 2
MAG116_39_24	4ccc21b9d42b394ee6f74b38ae779cc5	400	TIGRFAM	TIGR00720	sda_mono: L-serine ammonia-lyase	72	397	3.0E-106	T	21-03-2019	IPR004644	Iron-sulphur-dependent L-serine dehydratase single chain form
MAG116_39_24	4ccc21b9d42b394ee6f74b38ae779cc5	400	Pfam	PF03313	Serine dehydratase alpha chain	153	395	4.6E-82	T	21-03-2019	IPR005130	Serine dehydratase-like, alpha subunit
MAG116_39_24	4ccc21b9d42b394ee6f74b38ae779cc5	400	Pfam	PF03315	Serine dehydratase beta chain	69	115	1.9E-7	T	21-03-2019	IPR005131	Serine dehydratase beta chain
MAG116_39_24	4ccc21b9d42b394ee6f74b38ae779cc5	400	Pfam	PF03315	Serine dehydratase beta chain	3	62	5.4E-20	T	21-03-2019	IPR005131	Serine dehydratase beta chain
MAG116_51_18	d56d2bece2d026b1acc4036f727f2762	102	Pfam	PF01909	Nucleotidyltransferase domain	8	82	2.2E-11	T	21-03-2019	IPR002934	Polymerase, nucleotidyl transferase domain
MAG116_42_12	8da7eab9a14ed9de52a66f5e35c43d73	454	Pfam	PF00291	Pyridoxal-phosphate dependent enzyme	77	415	3.6E-48	T	21-03-2019	IPR001926	Pyridoxal-phosphate dependent enzyme
MAG116_42_12	8da7eab9a14ed9de52a66f5e35c43d73	454	TIGRFAM	TIGR01415	trpB_rel: pyridoxal-phosphate dependent TrpB-like enzyme	13	429	1.0E-183	T	21-03-2019	IPR006316	Tryptophan synthase, beta chain-like
MAG116_36_76	b9c2eaa9cccb2669aa5ab53bdd719614	1092	TIGRFAM	TIGR04057	SusC_RagA_signa: TonB-dependent outer membrane receptor, SusC/RagA subfamily, signature region	278	307	6.6E-17	T	21-03-2019	IPR023997	TonB-dependent outer membrane protein SusC/RagA, conserved site
MAG116_36_76	b9c2eaa9cccb2669aa5ab53bdd719614	1092	TIGRFAM	TIGR04056	OMP_RagA_SusC: TonB-linked outer membrane protein, SusC/RagA family	106	1092	1.2E-297	T	21-03-2019	IPR023996	TonB-dependent outer membrane protein, SusC/RagA
MAG116_36_76	b9c2eaa9cccb2669aa5ab53bdd719614	1092	Pfam	PF00593	TonB dependent receptor	479	1091	3.1E-34	T	21-03-2019	IPR000531	TonB-dependent receptor-like, beta-barrel
MAG116_36_76	b9c2eaa9cccb2669aa5ab53bdd719614	1092	Pfam	PF07715	TonB-dependent Receptor Plug Domain	196	301	1.8E-19	T	21-03-2019	IPR012910	TonB-dependent receptor, plug domain
MAG116_36_76	b9c2eaa9cccb2669aa5ab53bdd719614	1092	Pfam	PF13715	CarboxypepD_reg-like domain	108	188	1.2E-16	T	21-03-2019
MAG116_19_94	44ac43657c0cf5dd6edfbc1e22b39bc6	195	Pfam	PF04542	Sigma-70 region 2	31	94	1.6E-8	T	21-03-2019	IPR007627	RNA polymerase sigma-70 region 2
MAG116_19_94	44ac43657c0cf5dd6edfbc1e22b39bc6	195	Pfam	PF08281	Sigma-70, region 4	125	177	4.5E-17	T	21-03-2019	IPR013249	RNA polymerase sigma factor 70, region 4 type 2
MAG116_19_94	44ac43657c0cf5dd6edfbc1e22b39bc6	195	TIGRFAM	TIGR02985	Sig70_bacteroi1: RNA polymerase sigma-70 factor, Bacteroides expansion family 1	27	182	3.7E-45	T	21-03-2019	IPR014327	RNA polymerase sigma-70, Bacteroidetes type
MAG116_19_94	44ac43657c0cf5dd6edfbc1e22b39bc6	195	TIGRFAM	TIGR02937	sigma70-ECF: RNA polymerase sigma factor, sigma-70 family	27	182	3.2E-25	T	21-03-2019	IPR014284	RNA polymerase sigma-70 like domain
MAG116_8_93	9bef3015f0b34da79239b3e5b8007117	273	Pfam	PF13181	Tetratricopeptide repeat	128	159	0.2	T	21-03-2019	IPR019734	Tetratricopeptide repeat
MAG116_8_93	9bef3015f0b34da79239b3e5b8007117	273	Pfam	PF13432	Tetratricopeptide repeat	30	93	6.9E-7	T	21-03-2019
MAG116_26_31	82e68d15be7ff056f725d49e864c2431	189	TIGRFAM	TIGR02937	sigma70-ECF: RNA polymerase sigma factor, sigma-70 family	10	174	3.8E-24	T	21-03-2019	IPR014284	RNA polymerase sigma-70 like domain
MAG116_26_31	82e68d15be7ff056f725d49e864c2431	189	TIGRFAM	TIGR02985	Sig70_bacteroi1: RNA polymerase sigma-70 factor, Bacteroides expansion family 1	9	174	1.9E-51	T	21-03-2019	IPR014327	RNA polymerase sigma-70, Bacteroidetes type
MAG116_26_31	82e68d15be7ff056f725d49e864c2431	189	Pfam	PF08281	Sigma-70, region 4	120	168	4.6E-15	T	21-03-2019	IPR013249	RNA polymerase sigma factor 70, region 4 type 2
MAG116_26_31	82e68d15be7ff056f725d49e864c2431	189	Pfam	PF04542	Sigma-70 region 2	13	78	6.4E-8	T	21-03-2019	IPR007627	RNA polymerase sigma-70 region 2
MAG116_18_62	934cc911d1b8d2c5e103f0c5e10a7581	450	Pfam	PF00158	Sigma-54 interaction domain	147	313	2.1E-62	T	21-03-2019	IPR002078	RNA polymerase sigma factor 54 interaction domain
MAG116_18_62	934cc911d1b8d2c5e103f0c5e10a7581	450	Pfam	PF02954	Bacterial regulatory protein, Fis family	408	448	9.5E-15	T	21-03-2019	IPR002197	DNA binding HTH domain,  Fis-type
MAG116_18_62	934cc911d1b8d2c5e103f0c5e10a7581	450	Pfam	PF00072	Response regulator receiver domain	8	122	4.5E-20	T	21-03-2019	IPR001789	Signal transduction response regulator, receiver domain
MAG116_22_2	184300c9e98f3f552b30a0eae0b1abfa	575	Pfam	PF14322	Starch-binding associating with outer membrane	40	222	3.0E-26	T	21-03-2019	IPR033985	SusD-like, N-terminal
MAG116_22_2	184300c9e98f3f552b30a0eae0b1abfa	575	Pfam	PF07980	SusD family	262	575	3.7E-54	T	21-03-2019	IPR012944	RagB/SusD domain
MAG116_26_58	615ff3c805c05aac636eedc9db08e5e8	1073	TIGRFAM	TIGR04057	SusC_RagA_signa: TonB-dependent outer membrane receptor, SusC/RagA subfamily, signature region	238	268	9.3E-18	T	21-03-2019	IPR023997	TonB-dependent outer membrane protein SusC/RagA, conserved site
MAG116_26_58	615ff3c805c05aac636eedc9db08e5e8	1073	Pfam	PF07715	TonB-dependent Receptor Plug Domain	154	262	1.1E-13	T	21-03-2019	IPR012910	TonB-dependent receptor, plug domain
MAG116_26_58	615ff3c805c05aac636eedc9db08e5e8	1073	Pfam	PF13715	CarboxypepD_reg-like domain	66	146	2.2E-15	T	21-03-2019
MAG116_26_58	615ff3c805c05aac636eedc9db08e5e8	1073	TIGRFAM	TIGR04056	OMP_RagA_SusC: TonB-linked outer membrane protein, SusC/RagA family	64	1073	4.2E-303	T	21-03-2019	IPR023996	TonB-dependent outer membrane protein, SusC/RagA
MAG116_26_58	615ff3c805c05aac636eedc9db08e5e8	1073	Pfam	PF00593	TonB dependent receptor	457	1071	1.6E-27	T	21-03-2019	IPR000531	TonB-dependent receptor-like, beta-barrel
MAG116_20_95	adfc10507b863117d887d12242adce50	1270	Pfam	PF04560	RNA polymerase Rpb2, domain 7	1196	1269	1.2E-23	T	21-03-2019	IPR007641	RNA polymerase Rpb2, domain 7
MAG116_20_95	adfc10507b863117d887d12242adce50	1270	Pfam	PF00562	RNA polymerase Rpb2, domain 6	681	1194	4.4E-149	T	21-03-2019	IPR007120	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
MAG116_20_95	adfc10507b863117d887d12242adce50	1270	Pfam	PF10385	RNA polymerase beta subunit external 1 domain	552	620	2.0E-23	T	21-03-2019	IPR019462	DNA-directed RNA polymerase, beta subunit, external 1 domain
