MAG049_79_2	b108ddca76d25fb91feb2ead29590a81	173	Pfam	PF00160	Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD	7	159	1.5E-48	T	21-03-2019	IPR002130	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain
MAG049_27_14	afeeb640cdfa7c5457f4206a8ef46f86	1130	Pfam	PF02368	Bacterial Ig-like domain (group 2)	706	784	5.0E-13	T	21-03-2019	IPR003343	Bacterial Ig-like, group 2
MAG049_27_14	afeeb640cdfa7c5457f4206a8ef46f86	1130	Pfam	PF14200	Ricin-type beta-trefoil lectin domain-like	989	1066	1.4E-17	T	21-03-2019	IPR000772	Ricin B, lectin domain
MAG049_27_14	afeeb640cdfa7c5457f4206a8ef46f86	1130	Pfam	PF14200	Ricin-type beta-trefoil lectin domain-like	1072	1127	3.8E-8	T	21-03-2019	IPR000772	Ricin B, lectin domain
MAG049_27_14	afeeb640cdfa7c5457f4206a8ef46f86	1130	Pfam	PF00722	Glycosyl hydrolases family 16	470	679	3.8E-27	T	21-03-2019	IPR000757	Glycoside hydrolase family 16
MAG049_18_9	0152ee17dee349be4c86daef3c374635	443	TIGRFAM	TIGR00797	matE: MATE efflux family protein	20	415	1.4E-44	T	21-03-2019	IPR002528	Multi antimicrobial extrusion protein
MAG049_18_9	0152ee17dee349be4c86daef3c374635	443	Pfam	PF01554	MatE	244	396	7.1E-17	T	21-03-2019	IPR002528	Multi antimicrobial extrusion protein
MAG049_18_9	0152ee17dee349be4c86daef3c374635	443	Pfam	PF01554	MatE	20	180	2.2E-26	T	21-03-2019	IPR002528	Multi antimicrobial extrusion protein
MAG049_21_18	03ddcbbead4d2a7fe0d1d38b427c6263	590	Pfam	PF00664	ABC transporter transmembrane region	45	304	6.4E-45	T	21-03-2019	IPR011527	ABC transporter type 1, transmembrane domain
MAG049_21_18	03ddcbbead4d2a7fe0d1d38b427c6263	590	Pfam	PF00005	ABC transporter	368	517	8.6E-33	T	21-03-2019	IPR003439	ABC transporter-like
MAG049_26_12	5a40e5a87ead2452444832b7f864e703	107	Pfam	PF05569	BlaR1 peptidase M56	5	94	2.5E-12	T	21-03-2019	IPR008756	Peptidase M56
